1	4.96142640560223518720E+19	4.76744548452830444336E+11
2	1.37454269147978055680E+19	1.13748577475044212341E+10
3	7.58610013441204633600E+18	7.86434097688018989563E+09
4	4.42040691347806976000E+18	4.62733578875959014893E+09
5	2.61986077948367872000E+18	2.47380464827152967453E+09
6	1.56320138155496678400E+18	1.36290411643898773193E+09
7	9.35645215863028352000E+17	9.27956002904588317871E+09
8	5.60962910452691712000E+17	5.21593121625466060638E+09
9	3.36662251196867584000E+17	3.16701801106166601181E+09
10	2.02182531979478656000E+17	1.29291036801493048668E+08
11	1.21477756091902016000E+17	1.00139319988015860319E+08
12	7.30129825136084960000E+16	7.75892350510188341141E+07
13	4.38951893556421120000E+16	6.01333567950731292367E+07
14	2.63949482512262320000E+16	4.66141178654796853662E+07
15	1.58742054072786180000E+16	3.61398903394911438227E+07
16	9.54806587737665600000E+15	2.80225846672956384718E+07
17	5.74353712364571700000E+15	2.17305091809302456677E+07
18	3.45521487738944500000E+15	1.68524482625876963139E+07
19	2.07871658520326800000E+15	1.30701489345870334655E+07
20	1.25064667315629925000E+15	1.01371784832269288599E+07
21	7.52469429541933750000E+14	7.86264116300379298627E+06
22	4.52746033372531750000E+14	6.09861667912273760885E+06
23	2.72414006900059562500E+14	4.73045784039455652237E+06
24	1.63912168349216750000E+14	3.66928949951594183221E+06
25	9.86275802590865781250E+13	2.84620508362302603200E+06
26	5.93457701624975000000E+13	2.20777394798527006060E+06
27	3.57095543222962968750E+13	1.71256191589205525815E+06
28	2.14872890367310468750E+13	1.32843556197737087496E+06
29	1.29294719957726894531E+13	1.03047312759559892584E+06
30	7.78003375426361035156E+12	7.99345206572271417826E+05
31	4.68148199759876660156E+12	6.20059354143595322967E+05
32	2.81699550248298681641E+12	4.80986704107449331786E+05
33	1.69507790481958471680E+12	3.73107167700228514150E+05
34	1.01998486064607580566E+12	2.89424083374121342786E+05
35	6.13759486539856445312E+11	2.24510248231581790606E+05
36	3.69320183828682556152E+11	1.74155825690028956160E+05
37	2.22232783898905090332E+11	1.35095256919654057128E+05
38	1.33725247623668685913E+11	1.04795442776800307911E+05
39	8.04671927390362854004E+10	8.12914458222430403112E+04
40	4.84199582415144119263E+10	6.30590493649328709580E+04
41	2.91360091170559577942E+10	4.89159040455329668475E+04
42	1.75321747475309219360E+10	3.79448484018048766302E+04
43	1.05497355522109947205E+10	2.94344290473253968230E+04
44	6.34815321079006576538E+09	2.28327622054490057053E+04
45	3.81991113733594226837E+09	1.77117439501512344577E+04
46	2.29857747533101129532E+09	1.37392878671041762573E+04
47	1.38313653595483684540E+09	1.06577895710752582090E+04
48	8.32282908580025315285E+08	8.26742141053961859143E+03
49	5.00814519374587476254E+08	6.41317397520136455569E+03
50	3.01358090773319005966E+08	4.97480402838654299558E+03
51	1.81337994217503547668E+08	3.85903698188553062209E+03
52	1.09117589961086824536E+08	2.99351824493299136520E+03
53	6.56599771718640327454E+07	2.32212119668117520632E+03
54	3.95099693638497143984E+07	1.80130750964719641161E+03
55	2.37745694710665978491E+07	1.39730379659817049287E+03
56	1.43060135285912808031E+07	1.08391149143250686393E+03
57	8.60844290313506685197E+06	8.40807939169209134889E+02
58	5.18000974075383413583E+06	6.52228524366749411456E+02
59	3.11699819305746583268E+06	5.05944376983506117540E+02
60	1.87560993870024033822E+06	3.92469362317941090623E+02
61	1.12862197183979558758E+06	3.04444930257324301692E+02
62	6.79132441326077212580E+05	2.36162932842453614057E+02
63	4.08658421279877948109E+05	1.83195466078603516280E+02
64	2.45904473450669785962E+05	1.42107732186551459108E+02
65	1.47969568088321015239E+05	1.10235302157239914322E+02
66	8.90386123573111399310E+04	8.55113346705382326718E+01
67	5.35777362552358899848E+04	6.63325469806696617070E+01
68	3.22396513926914667536E+04	5.14552463353841389448E+01
69	1.93997580852362807491E+04	3.99146798429449276568E+01
70	1.16735323603058641311E+04	3.09624728409162095488E+01
71	7.02438438577707802324E+03	2.40180988122150118613E+01
72	4.22682479307686026004E+03	1.86312338024296586525E+01
73	2.54343254175354286417E+03	1.44525541233150498499E+01
74	1.53047486269122669000E+03	1.12110836519105934173E+01
75	9.20941785160749532224E+02	8.69662175848497120967E+00
76	5.54163803906291605017E+02	6.74611236165731931180E+00
77	3.33460297407856955942E+02	5.23307018057530015653E+00
78	2.00655057533504106004E+02	4.05937850501539543302E+00
79	1.20741366914147278067E+02	3.14892659076635705873E+00
80	7.26544243200329873389E+01	2.44267408211071623825E+00
81	4.37187810415471034275E+01	1.89482240522855271969E+00
82	2.63071631447061058395E+01	1.46984505907050078122E+00
83	1.58299486353816334372E+01	1.14019261330526999743E+00
84	9.52493152341243920489E+00	8.84791217422925324598E-01
85	5.72200417067776001545E+00	6.92686387080616472467E-01
86	3.36242234070940915203E+00	5.85244576897023249806E-01
87	1.75371394604499464265E+00	5.76182522545327535646E-01
88	6.47059326506589704842E-01	5.96688817388997150282E-01
89	7.27659059437082422761E-02	6.07879901151108792412E-01
